Product_brand,Product_category,Product_details,Product_name,Product_price,Product_rating,Product_size,Top_category,Tot_reviews
Benefit Cosmetics,Face,"Benefit Boi-ing Cakeless Concealer is a multi-purpose FULL COVERAGE liquid concealer that hides it all, from dark undereye circles to blemishes & discoloration...yet it feels lightweight & doesn't cake, crack, or settle into fine lines. The formula includes algae-derived ingredients known for smoothing the look of skin and specially coated pigments that leave a natural finish that doesn't flake or crease. The Cushion Tip applies the longwearing* and waterproof** formula evenly for blendable, full coverage.",Boi-ing Cakeless Concealer,$22.00,4.40 out of 5 stars,Size 0.17 oz,Makeup,5111
It Cosmetics,Face,Why did IT Cosmetics create this product: To finally give women an ultra-hydrating dual-purpose oil blend serum that treats skin as it prepares it for makeup. IT Cosmetics worked with plastic surgeons to develop an anti-aging serum primer that is a true scientific breakthrough. It's packed with 50 anti-aging ingredients that treats skin as it primes and works on all ages! IT Cosmetics creator could never find a face primer that truly reduces the appearance of visible wrinkles and dryness and No. 50 Serum Collagen Veil Anti-Aging Primer does!,No. 50 Serum Collagen Veil Anti-Aging Primer,$48.00,4.50 out of 5 stars,Size 1.0 oz,Makeup,821
PÜR,Face,Find your perfect PÜR ,4-In-1 Love Your Selfie Longwear Foundation & Concealer,$36.00,4.00 out of 5 stars,Size 1.0 oz,Makeup,246
Ofra Cosmetics,Face,"Ofra Cosmetics and the Glow Queen herself, NikkieTutorials, collaborated to design the perfect highlight shade for fair to light skin tones. Glazed Donut Highlighter is a frosty-white, pearlescent shade that beams bright on a fair to light glow-majesty. Ofra's liquid-to-baked technology is made with pearls and the richest pigments to create a smooth highlight formula that melts into the skin, giving a lit from within, radiant glow.",Nikkietutorials Glazed Donut Highlighter,$29.00,4.70 out of 5 stars,Size 0.35 oz,Makeup,932
Erborian,Face,"This five-in-one BB Crème provides lightweight buildable coverage while also helping to moisturize for a plumping effect and illuminated skin that is protected with broad-spectrum SPF 20. This multitasking tinted crème provides a matte finish by blending easily and helping minimize the look of pores and skin imperfections. Ginseng is known for its moisturizing and smoothing properties. Broad-spectrum SPF 20 helps shield your skin from harmful UVA/UVB rays. The result is a protected complexion that feels soft with a velvety, matte finish.",Online Only BB Crème,$39.00,4.70 out of 5 stars,Size 1.5 oz,Makeup,10
MAC,Face,"Extra Dimension Skinfinish adds the perfect glow to skin. The liquid-powder highlighter, with prismatic reflections, is designed to sculpt and highlight your face, leaving a luminous, well-defined finish. The creamy powder formula lasts up to 10 hours.",Extra Dimension Skinfinish,$36.00,4.60 out of 5 stars,Size 0.31 oz,Makeup,141
Milani,Face,Find your perfect Milani ,Conceal + Perfect 2-in-1 Foundation + Concealer,$9.99,4.00 out of 5 stars,Size 1.0 oz,Makeup,1215
KKW BEAUTY,Face,Exclusive.,Crème Contour & Highlight Set,$32.00,3.00 out of 5 stars,Item 2548146,Makeup,127
Tarte,Face,"Amazonian Clay BB Tinted Moisturizer Broad Spectrum SPF 20 Sunscreen is an oil-free, vegan tinted moisturizer that offers buildable coverage that blurs imperfections and protects skin with SPF 20 and antioxidant vitamins A, C, and E.",Amazonian Clay BB Tinted Moisturizer Broad Spectrum SPF 20,$36.00,4.40 out of 5 stars,Size 1.7 oz,Makeup,1208
NARS,Face,"Your skin - almost bare, but better. This advanced, oil-free formula provides a translucent veil of color and sun protection while helping to reduce the appearance of hyperpigmentation and dark spots in just four weeks. Infused with lush, naturally derived botanicals and ingredients to immediately help thirsty skin feel hydrated. Kopara from French Polynesia and mineral rich seawater revive and re-mineralize skin for a softer, smoother, and brighter natural glow.",Pure Radiant Tinted Moisturizer,$45.00,4.30 out of 5 stars,Size 1.9 oz,Makeup,264
Benefit Cosmetics,Face,A $64 value.,The POREfessional Face Primer Value Size,$54.00,4.40 out of 5 stars,Size 1.5 oz,Makeup,4182
BECCA,Face,Find your perfect BECCA ,Ultimate Coverage 24 Hour Foundation,$44.00,3.90 out of 5 stars,Size 1.0 oz,Makeup,624
BECCA,Face,"BECCA's Shimmering Skin Perfector Liquid Highlighter instantly creates that effortless, dewy natural glow that we all want. Ultrafine, light-reflecting pearls become one with the skin to create a believable healthy glow. Inspired by the fresh dewy glow of flattering sunrise light, this is the perfect formula to give you that healthy glow, like you just went to yoga (even if you didn't).",Shimmering Skin Perfector Liquid Highlighter,$41.00,4.50 out of 5 stars,Size 1.7 oz,Makeup,244
Juvia's Place,Face,"Juvia's Place full coverage natural, multipurpose foundation stick comes in 30 creamy and long-lasting sticks. Formulated to feel like skin. A weightless multipurpose formula that glides on seamlessly to cover imperfections, while giving full definition to face.",Shade Stick Foundation,$16.00,3.60 out of 5 stars,Size 0.34 oz,Makeup,96
Ofra Cosmetics,Face,Have your Hot Cocoa and wear it too with Ofra Cosmetics' Hot Cocoa Bronzer & Highlighter Duo.,Hot Cocoa Bronzer & Highlighter Duo,,4.90 out of 5 stars,Size 0.35 oz,Makeup,14
Morphe,Face,Only at ULTA!,Blushing Babes Blush Trio,$12.00,4.30 out of 5 stars,Size 0.35 oz,Makeup,98
BECCA,Face,BECCA's First Light Priming Filter looks violet but applies sheer. The energizing citrus scent is the perfect first step for your morning routine. It can be used by all skin tones & skin types.,First Light Priming Filter,$39.00,4.50 out of 5 stars,Size 1.0 oz,Makeup,327
NYX Professional Makeup,Face,"Want a matte foundation to help you achieve a flawless-looking complexion? NYX Professional Makeup's Stay Matte But Not Flat Powder Foundation provides the perfect finish to flatter more skin tones than ever before. You'll look naturally flawless with minimal effort! Stay Matte But Not Flat Powder Foundation is the best foundation powder to cover imperfections and even skin tone. With its natural matte finish, the powder makeup won't leave your skin looking flat or dry. Finding a foundation for tricky combination skin can be tough, but this matte foundation is here to the rescue. It's a great foundation for combination skin, as oily T-zones and dry patches require a unique formula to balance your complexion. The foundation conceals acne blemishes, dark spots and other imperfections with ease. The buildable powder face foundation keeps skin looking perfectly matte, yet radiant. With a new expanded range of shades and tones - from porcelain to cocoa - you'll have no problem finding your perfect shade match. Featuring a vegan formula with no animal-derived ingredients or by-products, all NYX Professional Makeup products are proudly cruelty-free and PETA certified.",Stay Matte Powder Foundation,$9.50,4.10 out of 5 stars,Size 0.26 oz,Makeup,1339
It Cosmetics,Face,"Infused with proprietary Drops of Light Technology, Your Most Beautiful You Anti-Aging Face Palette is an anti-aging powerhouse that has everything you need for the naturally pretty look of vitality! The talc-free matte bronzer, luminizing radiance powder and brightening blush stain instantly diffuse the appearance of lines and wrinkles and nourish your skin with hydrating, anti-aging hydrolyzed collagen, silk and peptides for your most beautiful results. While the matte bronzer warms your complexion, the radiance luminizer creates a lit-from-within glow, and the brightening blush restores your natural flush of color. All products pair perfectly with your IT Cosmetics Heavenly Luxe Airbrush Powder & Bronzer Brush #1, which gives you an airbrushed application that makes you smile upon contact!",Your Most Beautiful You Anti-Aging Face Palette,$38.00,4.60 out of 5 stars,Size 0.78 oz,Makeup,381
Dermablend,Face,"Meet Dermablend Intense Powder Camo Medium Coverage Foundation, the ultimate powder foundation. Featuring high-performance pigments, this powder foundation is super buildable to your desired level of coverage, without looking cakey. Buildable medium to full coverage for many skin concerns including: acne, blemishes, black head, oiliness, redness, uneven skin tone and visible pores. The ultra blendable soft-powder finish makes it super comfortable on the skin, never chalky or masky. With its mattifying power, it's great for normal to oily skin types for all-day flawless wear.",Intense Powder Camo Medium Coverage Foundation,$34.00,4.30 out of 5 stars,Size 0.48 oz,Makeup,468
Urban Decay Cosmetics,Face,"Urban Decay All Nighter Ultra Matte Makeup Setting Spray is a weightless setting spray that locks in makeup for up to 16 hours. Now with an ultra-matte finish, it absorbs oil and controls shine on the skin's surface, so your look can last from day to night.",All Nighter Ultra Matte Makeup Setting Spray,$33.00,3.80 out of 5 stars,Size 4.0 oz,Makeup,29
Benefit Cosmetics,Face,Find your perfect Benefit Cosmetics ,Hello Happy Flawless Brightening Foundation,$30.00,3.70 out of 5 stars,Size 1.0 oz,Makeup,119
COVER FX,Face,Find your perfect Cover FX ,Natural Finish Foundation,$42.00,4.00 out of 5 stars,Size 1.0 oz,Makeup,142
BECCA,Face,"BECCA's Hydra-Mist Set & Refresh Powder is an ultra-translucent setting powder that sets makeup for extended wear with a revitalizing, mist-like effect on skin.",Hydra-Mist Set & Refresh Powder,$39.00,4.40 out of 5 stars,Size 0.35 oz,Makeup,1153
NYX Professional Makeup,Face,"Little wonder the Hi Definition Photo Concealer Wand is one of NYX Professional Makeup's best-sellers! This makeup concealer really does it all - from concealing acne, dark spots and under eye circles to removing redness from skin. Covering and camouflaging blemishes is easier than ever with the Hi Definition Photo Concealer Wand. The concentrated, emollient-rich concealer formula goes on like a dream, is non-comedogenic and creates medium-to-heavy coverage. Say goodbye to dark circles and eye bags thanks to the best under eye concealer for achieving flawless skin. It's your secret weapon to looking wide-awake, even when you're running on less than 8 hours of sleep. Whether you want to hide your dark spots or highlight your favorite feature, this makeup concealer is your new go-to. Plus, it's available in a wide variety of shades to accommodate skin tones! Wondering which colored shade is right for you? Use the lavender shade to brighten up dull, sallow skin that has lost its natural complexion. The green shade neutralizes and removes redness, making it a great acne concealer. If you're looking for a dark circle concealer that helps conceal under eye darkness, reach for the yellow shade.",Hi Definition Photo Concealer Wand,$6.00,4.10 out of 5 stars,Size 0.11 oz,Makeup,4949
Anastasia Beverly Hills,Face,Anastasia Beverly Hills Liquid Glow is a weightless liquid highlighter that offers an intense glow with metallic and lustre finishes.,Liquid Glow,$25.00,4.10 out of 5 stars,Size 0.68 oz,Makeup,35
Dermablend,Face,"Meet Cover Creme Full Coverage Foundation Dermablend's bestselling full coverage foundation with broad spectrum SPF 30. This cream foundation is formulated for all skin types and provides all-day hydration. Featuring a high concentration of high-performance pigments, this creamy texture is never cakey or masky, providing a natural yet flawless look.",Cover Creme Full Coverage Foundation,$39.00,4.10 out of 5 stars,Size 1.0 oz,Makeup,874
bareMinerals,Face,"Get the ultimate flawless finish while protecting your skin from harmful UVA/UVB rays. Make the most of your makeup with Mineral Veil, a see-through but spectacular finale for any kind of complexion. Minimizing lines, absorbing oils, and softening your complexion, it gives you a flawless finish that's too good to miss. And best of all, it's utterly weightless. Just a bare veil of minerals that lock makeup in place and give your skin airbrushed perfection.",Mineral Veil Finishing Powder Broad Spectrum SPF 25,$24.00,4.70 out of 5 stars,Size 0.3 oz,Makeup,1157
Lancôme,Face,"A creamy, liquid concealer that minimizes the look of flaws, blemishes, and dark circles with full, natural-looking coverage",Maquicomplet Complete Coverage Concealer,$31.00,4.20 out of 5 stars,Size 0.23 oz,Makeup,169
Garnier,Face,"Garnier's SkinActive Micellar Cleansing Water All-in-1 Cleanser & Makeup Remover is a facial cleanser and makeup remover that is surprisingly powerful, yet gentle on skin. Like a magnet, micelles capture and lift away dirt, oil and makeup without harsh rubbing. This no-rinse miceller water leaves the skin clean and without a greasy residue.",SkinActive Micellar Cleansing Water All-in-1 Cleanser & Makeup Remover,$8.99,4.40 out of 5 stars,Item 2298445,Makeup,1166
Smashbox,Face,#1 Face Primer Brand In The USA*,Photo Finish Reduce Redness Primer,$39.00,4.10 out of 5 stars,Size 1.0 oz,Makeup,842
Smashbox,Face,#1 Face Primer Brand In The USA*,Photo Finish Pore Minimizing Primer,$39.00,4.10 out of 5 stars,Size 1.0 oz,Makeup,1069
